id,submission,sourceCode,author,memory,time,sent,countline,problems_id,verdicts_id,languages_id,isduplicated
6789,13408208,"def gcd(a,b):
    c = min(a,b)
    d = max(a,b)
    while c!=0:
        t = c
        c = d%c
        d = t
    return d

def sort(a, lo, hi):
    if lo >= hi - 1:
        return
    mid = (lo + hi)/2
    sort(a,lo,mid);
    sort(a,mid,hi);

    result = [0 for i in range(hi - lo)]
    left = lo
    right = mid
    tol = hi - lo
    for i in range(tol):
        if right == hi or (left < mid and a[left]<=a[right]):
            result[i] = a[left]
            left+=1
        else:
            result[i] = a[right]
            right+=1
    for i in range(tol):
        a[lo + i] = result[i]

n = int(raw_input())
ns = raw_input().split()
nsInt = [0 for i in range(n*n)]
for i in range(len(ns)):
    nsInt[i] = int(ns[i])
sort(nsInt,0,len(nsInt))
ans = []
counts = {}
for i in reversed(nsInt):
    if(counts.get(i,0) > 0):
        counts[i]-=1
    else:
        for ans_i in ans:
            div = gcd(ans_i,i)
            counts[div] = counts.get(div,0) + 2
        ans.append(i)
print ' '.join([str(x) for x in ans])",2236,9768,2000,2015-10-04 23:42:45,93,7,3,13,0
6791,13408219,"def gcd(a,b):
    c = min(a,b)
    d = max(a,b)
    while c != 0:
        t = c
        c = d % c
        d = t
    return d

def sort(a, lo, hi):
    if lo >= hi - 1:
        return
    mid = (lo + hi)/2
    sort(a,lo,mid);
    sort(a,mid,hi);

    result = [0 for i in range(hi - lo)]
    left = lo
    right = mid
    tol = hi - lo
    for i in range(tol):
        if right == hi or (left < mid and a[left]<=a[right]):
            result[i] = a[left]
            left+=1
        else:
            result[i] = a[right]
            right+=1
    for i in range(tol):
        a[lo + i] = result[i]

n = int(raw_input())
ns = raw_input().split()
nsInt = [0 for i in range(n*n)]
for i in range(len(ns)):
    nsInt[i] = int(ns[i])
#sort(nsInt,0,len(nsInt))
nsInt.sort()
ans = []
counts = {}
for i in reversed(nsInt):
    if(counts.get(i,0) > 0):
        counts[i]-=1
    else:
        for ans_i in ans:
            div = gcd(ans_i,i)
            counts[div] = counts.get(div,0) + 2
        ans.append(i)
print ' '.join([str(x) for x in ans])",2236,17384,639,2015-10-04 23:45:18,95,7,1,13,0
7001,13414633,"def longest(seq):
    dp = [(1, seq[0])]
    max_so_far = 1

    for elem in seq[1:]:
        candid = (1, elem)
        for l_max, last_elem  in dp:
            if elem >= last_elem and candid[0] < (l_max + 1):
                candid = (l_max + 1, elem)

        if candid[0] > max_so_far:
            max_so_far = candid[0]

        dp.append(candid)

    return max_so_far

n, t = [int(x) for x in raw_input().split()]
seq = [int(x) for x in raw_input().split()]


if t <= n:
    to_look = seq * t
    print longest(to_look)

else:
    to_look2 = longest(seq * (n + 1))
    to_look1 = longest(seq * (n))
    diff = to_look2 - to_look1

    print to_look1 + (t - n) * diff",2379,360,1000,2015-10-05 14:31:09,31,9,3,13,0
7002,13414704,"def longest(seq):
    dp = [(1, seq[0])]
    max_so_far = 1

    for elem in seq[1:]:
        candid = (1, elem)
        for l_max, last_elem  in dp:
            if elem >= last_elem and candid[0] < (l_max + 1):
                candid = (l_max + 1, elem)

        if candid[0] > max_so_far:
            max_so_far = candid[0]

        dp.append(candid)

    return max_so_far

n, t = [int(x) for x in raw_input().split()]
seq = [int(x) for x in raw_input().split()]


if t <= n:
    to_look = seq * t
    print longest(to_look)

else:
    to_look2 = longest(seq * 2)
    to_look1 = longest(seq)
    diff = to_look2 - to_look1

    print to_look1 + (t - 1) * diff",2379,4,46,2015-10-05 14:35:43,31,9,2,13,0
7175,13421196,"from collections import defaultdict
import sys

lines = sys.stdin.readlines()
p = lines[0].split()
n, t = int(p[0]), int(p[1])

A = map(int, lines[1].split())
assert len(A) == n
bound = min(n*n, n*t)
dp = [0] * bound

cnts = defaultdict(int)
for a in A:
    cnts[a] += 1

max_cnt = max(cnts.values())

for _ in range(0, n-1):
    A = A + A

res = 0
for i in range(0, bound):
    for j in range(0, 2 * n):
        prev_val = 0 if (i - j < 0) else dp[i-j]
        if i - j >= 0 and A[i] >= A[i-j]:
            dp[i] = max(dp[i], prev_val + 1)
            res = max(res, dp[i])


print res + max(t - n, 0) * max_cnt",2444,262144,249,2015-10-05 21:34:33,31,9,6,13,0
7176,13421265,"from collections import defaultdict
import sys

lines = sys.stdin.readlines()
p = lines[0].split()
n, t = int(p[0]), int(p[1])

A = map(int, lines[1].split())
assert len(A) == n
bound = min(n*n, n*t)
dp = [0] * (2*n)

cnts = defaultdict(int)
for a in A:
    cnts[a] += 1

max_cnt = max(cnts.values())

def val_at(idx):
    return A[idx % n]

def get_dp(idx):
    return dp[idx % (2 * n)]

def store_dp(idx, val):
    dp[idx % (2 * n)] = val


res = 0
for i in range(0, bound):
    for j in range(0, 2 * n):
        prev_val = 0 if (i - j < 0) else get_dp(i - j)
        if i - j >= 0 and val_at(i) >= val_at(i - j):
            best = max(get_dp(i), prev_val + 1)
            store_dp(i, best)
            res = max(res, best)


print res + max(t - n, 0) * max_cnt",2444,596,1000,2015-10-05 21:38:45,39,9,3,13,0
7199,13421824,"input()

dictionary = {}
for element in map(int, input().split()):
    if element not in dictionary: dictionary[element] = 1
    else: dictionary[element] += 1

answer = []
for number in sorted(dictionary.keys(), reverse=True):
    while dictionary[number] > 0:
        answer.append(number)
        for key in answer:
            num = number
            while num: num, key = key, num%key
            dictionary[key] -= 2
        dictionary[number] += 1

print(' '.join(map(str, answer)))",2456,0,46,2015-10-05 22:24:51,35,7,5,8,0
7201,13421895,"input()
dictionary = {}
for element in map(int, input().split()):
    if element not in dictionary: dictionary[element] = 1
    else: dictionary[element] += 1

answer = []
for number in sorted(dictionary.keys(), reverse=True):
    while dictionary[number] > 0:
        answer.append(number)
        for key in answer:
            num = number
            while num: key, num = num, key%num
            dictionary[key] -= 2
        dictionary[number] += 1

print(' '.join(map(str, answer)))",2456,16292,717,2015-10-05 22:30:18,33,7,1,8,0
7670,13471153,"def gcd(a,b):
    while b: a,b=b,a%b
    return a
n=int(input())
l=list(map(int,input().split()))
m={}
ans=[]
for x in l: m[x]=m.get(x,0)+1
for x in sorted(m.keys())[::-1]:
    while m[x]:
      for y in ans: m[gcd(x,y)]-=2
      ans+=[x]
print(' '.join(map(str,ans)))",2606,0,2000,2015-10-07 13:46:31,25,7,3,8,0
7671,13471172,"def gcd(a,b):
    while b: a,b=b,a%b
    return a
n=int(input())
l=list(map(int,input().split()))
m={}
ans=[]
for x in l: m[x]=m.get(x,0)+1
for x in sorted(m.keys())[::-1]:
    while m[x]:
      for y in ans: m[gcd(x,y)]-=2
      ans+=[x]
      m[x]-=1
print(' '.join(map(str,ans)))",2606,18196,561,2015-10-07 13:47:46,27,7,1,8,0
7914,13496704,"__author__ = 'JohnHook'

def nvp(a):
    d = []
    for i in range(len(a)):
        d.append(1)
        for j in range(i):
            if a[j] <= a[i]:
                d[i] = max(d[i], d[j] + 1)
    return max(d)

n, t = list(map(int, input().split()))
a = list(map(int, input().split()))

k = 8
if t < 2 * k + 1:
    print(nvp(a * t))
else:
    print(nvp(a * 2 * k) + (nvp(a * (2 * k + 1)) - nvp(a * 2 * k)) * (t - 2 * k))",2666,0,1000,2015-10-08 18:55:45,37,9,3,8,0
7959,13501512,"import fractions

def gcd(a, b):
    """"""Calculate the Greatest Common Divisor of a and b.

    Unless b==0, the result will have the same sign as b (so that when
    b is divided by it, the result comes out positive).
    """"""
    while b:
        a, b = b, a%b
    return a

n = int(input())
ns = list(map(int, input().strip().split(' ')))

a = []
skip = {}
ns = sorted(ns, reverse=True)

for i, num in enumerate(ns):
    if num in skip and skip[num] > 0:
        skip[num] -= 1
        continue

    a.append(str(num))
    if len(a) == n:
        break

    for i in range(0, i):
        gcd_ = gcd(ns[i], num)
        if not gcd_ in skip:
            skip[gcd_] = 0
        skip[gcd_] += 2

print(' '.join(a))",2674,9532,2000,2015-10-09 01:14:25,35,7,3,8,0
7960,13501579,"import fractions

n = int(input())
ns = list(map(int, input().strip().split(' ')))

a = []
skip = {}
ns = sorted(ns, reverse=True)

for i, num in enumerate(ns):
    if num in skip and skip[num] > 0:
        skip[num] -= 1
        continue

    a.append(num)
    if len(a) == n:
        break

    for other in a:
        gcd = fractions.gcd(other, num)
        if not gcd in skip:
            skip[gcd] = 0
        skip[gcd] += 2

print(' '.join(map(str, a)))",2674,20396,670,2015-10-09 01:24:38,25,7,1,8,0
7964,13501755,"def up1(a,t,option=True):
	if option:
		big = min(a)
	else:
		big = a[0]
	count=0
	for i in itertools.repeat(a,t)[a.index(big):]:
		if i>=big:
			big=i
			count+=1
	return count
	
	
n,t=map(int,raw_input().split(' '))
a=raw_input().split(' ')
print max(up1(a,t,True),up1(a,t,False))",2681,8,46,2015-10-09 02:04:21,31,9,5,13,0
7966,13501784,"import itertools
def up1(a,option=True):
	if option:
		big = min(a)
	else:
		big = a[0]
	count=0
	for i in a[a.index(big):]:
		if i>=big:
			big=i
			count+=1
	return count
	
	
n,t=map(int,raw_input().split(' '))
a=(raw_input()+' ')*t
print max(up1(a,True),up1(a,False))",2681,832,109,2015-10-09 02:10:04,33,9,2,13,0
8204,13539577,"# -*- coding: utf-8 -*- 
#
# Author : fcbruce <fcbruce8964@gmail.com>
#
# Time : Sun 11 Oct 2015 09:36:51 AM CST
#
#

n = input()

a = map(int, raw_input().split())

b = {}


for x in a:
    if x not in b.keys(): b[x] = 0
    b[x] += 1

for k, v in b.items():
    if v % 2 == 1:
        print k,
        n -= 1

for k, v in reversed(b.items()):
    if n == 0: break

    if v % 2 == 0:
        while n and v: 
            print k,
            n -= 1
            v -= 1",43,2984,951,2015-10-11 04:59:44,32,7,2,13,0
8205,13539598,"# -*- coding: utf-8 -*- 
#
# Author : fcbruce <fcbruce8964@gmail.com>
#
# Time : Sun 11 Oct 2015 09:36:51 AM CST
#
#

n = input()

a = map(int, raw_input().split())

b = {}


for x in a:
    if x not in b.keys(): b[x] = 0
    b[x] += 1

for k, v in b.items():
    if v % 2 == 1:
        print k,
        n -= 1

while n:
    for k, v in reversed(b.items()):
        if n == 0: break

        if v % 2 == 0:
            print k, k
            n -= 2
            v -= 2",14,2956,997,2015-10-11 05:04:10,32,7,2,13,0
8207,13539614,"# -*- coding: utf-8 -*- 
#
# Author : fcbruce <fcbruce8964@gmail.com>
#
# Time : Sun 11 Oct 2015 09:36:51 AM CST
#
#

n = input()

a = map(int, raw_input().split())

b = {}


for x in a:
    if x not in b.keys(): b[x] = 0
    b[x] += 1

for k, v in b.items():
    if v % 2 == 1:
        print k,
        n -= 1
        b[k] -= 1

while n:
    for k, v in reversed(b.items()):
        if n == 0: break

        if v % 2 == 0:
            print k, k,
            b[k] -= 2
            n -= 2",43,2996,951,2015-10-11 05:06:35,33,7,2,13,0
8222,13540890,"# -*- coding: utf-8 -*- 
#
# Author : fcbruce <fcbruce8964@gmail.com>
#
# Time : Sun 11 Oct 2015 09:36:51 AM CST
#
#

def gcd(a, b):
    if b == 0: return a
    return gcd(b, a % b)

n = input()

a = map(int, raw_input().split())

b = {}

g = []



for x in a:
    b[x] = b.get(x, 0) + 1

while b:
    x = max(b)
    print x,
    b[x] -= 1
    if b[x] == 0: del b[x]
    for y in g:
        d = gcd(x, y)
        b[d] -= 2
        if (b[d] == 0): del b[d]

    g.append(x)",14,13164,686,2015-10-11 08:28:37,36,7,1,13,1
8253,13545156,"def gcd(a,b):
    while b: a,b=b,a%b
    return a

n = input()
a = sorted(map(int, raw_input().split()))
c = {}
for x in a:
    c[x] = c.get(x,0)+1

ans=[]
for x in sorted(c.keys())[::-1]:
    while c[x]:
        for y in ans: c[gcd(x,y)] -= 2
        ans += [x]
        c[x] -= 1
print (' '.join(map(str,ans)))",2751,0,46,2015-10-11 14:56:04,17,7,5,8,0
8254,13545162,"def gcd(a,b):
    while b: a,b=b,a%b
    return a

n = input()
a = sorted(map(int, raw_input().split()))
c = {}
for x in a:
    c[x] = c.get(x,0)+1

ans=[]
for x in sorted(c.keys())[::-1]:
    while c[x]:
        for y in ans: c[gcd(x,y)] -= 2
        ans += [x]
        c[x] -= 1
print (' '.join(map(str,ans)))",2751,13224,452,2015-10-11 14:56:28,17,7,1,13,0
8558,13607754,"__author__ = 'JohnHook'

# def nvp(a):
#     d = []
#     for i in range(len(a)):
#         d.append(1)
#         for j in range(i):
#             if a[j] <= a[i]:
#                 d[i] = max(d[i], d[j] + 1)
#     return max(d)


INF = float('Inf')
n, t = list(map(int, input().split()))
a = list(map(int, input().split()))
def nvp(a):
    global n
    t = len(a) // n
    a = [-INF] + a
    d = []
    for i in range(t * n + 1):
        d.append([0, 0])
    for i in range(1, t * n + 1):
        for j in range(i - 1, max(-1, i - n - 1), -1):
            if d[j][1] + 1 >= d[i][1] and d[j][0] <= a[i]:
                d[i][0] = a[i]
                d[i][1] = d[j][1] + 1
        if d[i][1] < d[i - 1][1]:
            d[i] = d[i - 1]
    return d[t * n][1]

k = 101
if t < 2 * k + 1:
    print(nvp(a * t))
else:
    print(nvp(a * 2 * k) + (nvp(a * (2 * k + 1)) - nvp(a * 2 * k)) * (t - 2 * k))",2666,436,296,2015-10-14 16:28:02,71,9,2,8,0
9079,13916553,"from fractions import gcd

n = int(input()) 
a = sorted(list(map(int, input().split())))
count = {}
for i in a:
    count[i] = count.get(i,0) + 1 

ans = []
i = n-1
while(len(ans) < n):
    top = a.pop()
    while( count[top] < 1 ):
        top = a.pop()
    count[top] -= 1
    ans.append(top)
    for i in range(len(ans)):
        count[gcd(ans[-1], ans[i])] -= 2
print(' '.join(str(x) for x in ans))",2976,18732,701,2015-10-28 17:24:52,37,7,1,8,1
9080,13916616,"from fractions import gcd

n = int(input()) 
a = sorted(list(map(int, input().split())))
count = {}
for i in a:
    count[i] = count.get(i,0) + 1 

ans = []
i = n-1
while(len(ans) < n):
    top = a.pop()
    while( count[top] < 1 ):
        top = a.pop()
    count[top] -= 1
    ans.append(top)
    for i in range(len(ans)):
        count[gcd(ans[-1], ans[i])] -= 2
print(' '.join(str(x) for x in ans))",2976,18660,717,2015-10-28 17:28:40,37,7,1,8,1
9520,14353523,"__author__ = 'trunghieu11'


def gcd(a, b):
    a, b = abs(a), abs(b)
    while b != 0:
        a, b = b, a % b
    return a


def solve(n, A):
    A = sorted(A, reverse = True)
    answer = []
    for i in range(n):
        maxVal = A[0]
        A.remove(maxVal)
        for x in answer:
            val = gcd(maxVal, x)
            if val in A:
                A.remove(val)
                A.remove(val)
        answer.append(maxVal)
    return ' '.join(str(x) for x in answer)


if __name__ == '__main__':
    n = int(raw_input())
    A = map(int, raw_input().split("" ""))
    print solve(n, A)",3092,3572,2000,2015-11-20 06:22:43,57,7,3,13,0
9521,14353598,"__author__ = 'trunghieu11'


def gcd(a, b):
    a, b = abs(a), abs(b)
    while b != 0:
        a, b = b, a % b
    return a


def solve(n, A):
    total = {}
    for x in A:
        total[x] = (total[x] if x in total else 0) + 1
    answer = []
    for i in range(n):
        maxVal = max(list(total.keys()))
        total[maxVal] -= 1
        if total[maxVal] <= 0:
            total.pop(maxVal)
        for x in answer:
            val = gcd(maxVal, x)
            total[val] -= 2
            if total[val] <= 0:
                total.pop(val)
        answer.append(maxVal)
    return ' '.join(str(x) for x in answer)


if __name__ == '__main__':
    n = int(raw_input())
    A = map(int, raw_input().split("" ""))
    print solve(n, A)",3092,13236,405,2015-11-20 06:39:20,65,7,1,13,0
9544,14430738,"def gcd_table():
    n = int(raw_input())
    table = map(int, raw_input().split())
    
    for i in xrange(n):
            print table[i*n+i],
                
gcd_table()",3100,0,30,2015-11-23 20:40:13,15,7,2,13,0
9548,14441367,"def gcd_table():
    n = int(raw_input())
    table = map(int, raw_input().split())
    
    table.sort(reverse=True)
    last = None
    cnt = 0
    for e in table:
        if cnt == n:
            break
        elif e != last:
            cnt += 1
            last = e 
            print e,    
    print (""%d "" % (last)) * (n - cnt)        
                               
gcd_table()",3100,3100,171,2015-11-24 18:08:33,33,7,2,13,0
